"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Wilderness_Area","Soil_Type","Class"
3406,57,12,509,121,2068,228,215,119,1597,"Rawah","8703","Spruce-Fir"
3050,67,2,210,2,2723,221,235,151,759,"Rawah","7202","Lodgepole Pine"
3301,42,7,984,185,1710,222,224,137,2728,"Comanche Peak","7755","Spruce-Fir"
2763,25,10,255,32,2888,215,219,139,5126,"Rawah","4744","Lodgepole Pine"
3210,112,23,95,0,3251,252,209,73,900,"Comanche Peak","7757","Lodgepole Pine"
2813,306,11,228,55,2491,189,234,184,591,"Comanche Peak","4758","Spruce-Fir"
3018,278,18,300,40,5910,168,240,210,1840,"Rawah","7745","Lodgepole Pine"
3276,135,9,488,50,5496,235,236,133,1489,"Rawah","7745","Spruce-Fir"
2962,244,22,807,296,2300,169,251,214,1698,"Comanche Peak","4758","Lodgepole Pine"
2820,321,23,228,90,3371,154,210,192,1468,"Rawah","7745","Lodgepole Pine"
3197,156,9,469,-16,589,230,241,143,2268,"Comanche Peak","7202","Lodgepole Pine"
2635,192,30,342,198,335,203,247,157,907,"Comanche Peak","2704","Lodgepole Pine"
2844,40,11,228,51,1406,221,216,128,1964,"Comanche Peak","4704","Lodgepole Pine"
2909,23,24,484,-23,750,199,182,111,331,"Comanche Peak","7757","Spruce-Fir"
3293,163,11,330,73,1129,231,243,143,992,"Comanche Peak","7756","Spruce-Fir"
2684,23,22,390,11,1950,201,188,115,2203,"Comanche Peak","7700","Lodgepole Pine"
3358,168,25,216,66,4466,231,240,126,3056,"Comanche Peak","7757","Spruce-Fir"
2887,130,8,201,7,3723,234,236,134,3541,"Rawah","7745","Lodgepole Pine"
2862,340,6,120,10,3205,207,231,163,3075,"Rawah","7745","Lodgepole Pine"
2962,139,24,277,122,5962,248,224,89,4228,"Rawah","7746","Lodgepole Pine"
3004,81,5,319,19,5315,226,231,140,5192,"Rawah","7101","Spruce-Fir"
2890,34,11,492,77,3634,219,217,133,3068,"Rawah","4744","Lodgepole Pine"
3358,88,16,201,44,2483,242,213,96,1978,"Comanche Peak","7756","Spruce-Fir"
3145,229,10,150,13,534,206,249,180,5098,"Neota","7201","Lodgepole Pine"
2940,335,19,108,35,3761,173,211,175,2700,"Rawah","7745","Lodgepole Pine"
3059,188,10,218,37,1381,221,248,160,679,"Comanche Peak","7756","Lodgepole Pine"
3018,252,1,30,0,3209,217,239,159,1455,"Comanche Peak","7202","Spruce-Fir"
3301,272,18,618,133,4290,169,242,211,2468,"Comanche Peak","8771","Spruce-Fir"
2981,162,20,319,76,750,235,241,127,1842,"Comanche Peak","7757","Lodgepole Pine"
3026,192,6,192,-30,2173,220,244,160,960,"Comanche Peak","7755","Lodgepole Pine"
3119,288,2,134,7,780,213,239,164,1959,"Rawah","7201","Spruce-Fir"
2976,28,6,713,173,1150,218,228,146,2372,"Comanche Peak","7756","Lodgepole Pine"
2874,303,18,210,60,1595,166,228,201,2648,"Comanche Peak","7757","Lodgepole Pine"
2773,32,15,624,111,674,216,207,124,1129,"Comanche Peak","4704","Lodgepole Pine"
3110,98,2,162,15,4336,222,236,151,1538,"Rawah","7201","Spruce-Fir"
3206,75,12,297,89,450,234,217,113,1717,"Comanche Peak","7756","Spruce-Fir"
3216,344,17,85,24,1648,183,211,165,2794,"Rawah","7745","Spruce-Fir"
3301,155,20,703,199,594,239,237,119,4491,"Neota","7757","Spruce-Fir"
3182,18,15,937,106,2925,207,207,134,2412,"Comanche Peak","7756","Lodgepole Pine"
3126,212,19,170,62,2520,200,254,184,937,"Comanche Peak","7202","Lodgepole Pine"
2863,158,8,218,16,3077,229,242,146,2863,"Rawah","4744","Lodgepole Pine"
3049,24,6,120,2,3700,217,226,146,1888,"Rawah","7745","Lodgepole Pine"
2801,99,11,30,6,4147,238,225,117,5162,"Rawah","7746","Lodgepole Pine"
3351,183,16,553,145,1532,222,249,155,1749,"Comanche Peak","7756","Spruce-Fir"
2572,56,2,300,31,579,220,235,151,2948,"Rawah","7745","Lodgepole Pine"
3213,119,35,331,126,3988,254,187,30,2322,"Rawah","8772","Spruce-Fir"
3114,212,17,67,2,1848,203,254,182,573,"Comanche Peak","7755","Spruce-Fir"
2983,242,27,450,140,2821,158,250,220,577,"Comanche Peak","4758","Lodgepole Pine"
3028,315,27,443,106,1302,138,206,203,3019,"Rawah","7201","Spruce-Fir"
3078,65,12,537,45,255,231,216,116,1423,"Comanche Peak","7756","Lodgepole Pine"
3195,295,4,513,20,3820,209,238,169,4207,"Rawah","7745","Spruce-Fir"
2991,268,21,497,194,2249,160,243,219,1230,"Comanche Peak","7757","Spruce-Fir"
3058,63,18,573,189,1909,233,202,94,2850,"Comanche Peak","7757","Spruce-Fir"
3412,208,5,1019,206,1299,217,244,164,1879,"Comanche Peak","7756","Spruce-Fir"
2985,160,5,256,12,2669,225,241,150,2003,"Rawah","7745","Lodgepole Pine"
3014,42,6,108,-2,755,221,227,142,2155,"Rawah","7745","Lodgepole Pine"
3035,131,9,400,63,2427,236,235,130,2356,"Comanche Peak","7756","Spruce-Fir"
3060,176,10,488,46,5744,226,246,152,1660,"Rawah","7745","Spruce-Fir"
3217,17,16,319,53,4216,205,205,133,1022,"Comanche Peak","7700","Spruce-Fir"
2927,33,20,108,17,1987,212,192,108,2142,"Rawah","7745","Lodgepole Pine"
2563,160,16,30,6,1380,235,242,133,6723,"Rawah","6101","Lodgepole Pine"
3064,332,11,376,-56,1922,193,225,172,2053,"Comanche Peak","7756","Lodgepole Pine"
2873,16,15,216,18,3148,206,208,137,2379,"Rawah","7745","Lodgepole Pine"
3047,244,18,516,82,1387,182,251,205,459,"Comanche Peak","4758","Lodgepole Pine"
2744,30,17,108,26,1565,213,201,119,2326,"Rawah","4744","Lodgepole Pine"
2690,53,5,30,0,680,223,229,142,1443,"Rawah","4744","Spruce-Fir"
2790,253,31,124,45,1554,135,242,234,1624,"Comanche Peak","2705","Lodgepole Pine"
3224,151,19,524,122,424,240,236,117,4549,"Neota","7201","Lodgepole Pine"
2858,209,20,180,89,1729,201,254,181,1399,"Comanche Peak","7757","Lodgepole Pine"
2770,9,6,300,18,2087,213,227,152,3697,"Rawah","4744","Lodgepole Pine"
2882,245,31,150,72,1802,143,246,228,1064,"Comanche Peak","4758","Lodgepole Pine"
2847,39,12,255,46,1328,220,212,125,2155,"Comanche Peak","4704","Lodgepole Pine"
2581,4,23,361,138,997,182,187,136,1031,"Comanche Peak","4703","Lodgepole Pine"
3134,158,34,255,88,3573,233,222,90,2311,"Comanche Peak","7757","Spruce-Fir"
3072,87,16,845,151,1276,242,211,94,467,"Comanche Peak","7756","Spruce-Fir"
2594,36,12,365,46,702,219,213,128,677,"Rawah","7102","Lodgepole Pine"
2582,27,16,134,32,108,211,203,124,1057,"Rawah","7745","Lodgepole Pine"
3226,192,15,108,17,899,217,251,163,1142,"Rawah","7202","Spruce-Fir"
3054,65,7,30,3,4767,227,226,134,1020,"Rawah","7202","Lodgepole Pine"
2835,85,38,424,199,940,242,147,0,698,"Comanche Peak","4758","Lodgepole Pine"
2968,86,7,85,19,5905,230,229,132,3449,"Rawah","7745","Lodgepole Pine"
2993,73,16,376,44,2064,237,209,99,765,"Rawah","7746","Lodgepole Pine"
3117,83,13,108,10,916,238,217,108,541,"Comanche Peak","7202","Spruce-Fir"
2832,72,14,180,53,663,235,213,106,904,"Rawah","7746","Lodgepole Pine"
3305,251,9,330,-1,3548,200,247,185,1828,"Comanche Peak","7756","Spruce-Fir"
2762,9,23,309,157,1064,187,187,130,872,"Comanche Peak","7757","Lodgepole Pine"
3264,110,10,277,-66,573,238,229,120,3474,"Neota","7756","Lodgepole Pine"
3297,312,12,566,56,731,187,231,184,1362,"Neota","7202","Spruce-Fir"
2888,116,13,601,56,450,242,227,112,1221,"Comanche Peak","4704","Lodgepole Pine"
2725,348,17,85,16,2760,186,209,160,577,"Comanche Peak","7757","Lodgepole Pine"
2979,59,21,395,179,420,231,190,83,1406,"Rawah","7745","Spruce-Fir"
2864,191,9,153,13,2981,220,247,161,2567,"Rawah","7745","Lodgepole Pine"
3313,82,20,175,-19,765,243,200,77,3624,"Neota","7756","Lodgepole Pine"
2581,58,14,484,-30,543,229,211,112,819,"Rawah","4744","Lodgepole Pine"
3284,343,12,658,224,3081,195,221,165,3394,"Comanche Peak","7755","Lodgepole Pine"
2950,66,25,285,133,1838,235,181,63,2911,"Comanche Peak","7757","Lodgepole Pine"
2710,179,29,201,93,1890,218,242,136,1256,"Comanche Peak","2705","Lodgepole Pine"
3148,46,25,600,230,2202,218,176,79,2311,"Comanche Peak","7757","Spruce-Fir"
2999,42,26,134,-9,916,213,172,80,2202,"Comanche Peak","7700","Spruce-Fir"
2966,242,10,124,-11,2724,200,249,186,433,"Comanche Peak","7756","Lodgepole Pine"
3375,320,12,60,11,2313,190,229,179,1535,"Comanche Peak","8771","Spruce-Fir"
2902,28,4,30,3,2374,218,232,150,218,"Comanche Peak","7202","Spruce-Fir"
3039,198,4,365,55,3173,218,243,161,684,"Comanche Peak","7756","Lodgepole Pine"
2812,85,8,192,-5,2509,232,227,128,2445,"Rawah","4744","Lodgepole Pine"
2652,32,9,212,27,247,218,221,139,365,"Comanche Peak","4704","Lodgepole Pine"
2925,319,27,443,186,3553,141,204,198,1226,"Rawah","7745","Lodgepole Pine"
3199,328,18,362,96,3634,174,217,181,3391,"Comanche Peak","8776","Spruce-Fir"
2814,129,9,170,-2,2486,235,235,130,2452,"Rawah","4744","Lodgepole Pine"
3195,16,8,631,102,2952,214,224,147,3540,"Rawah","7746","Spruce-Fir"
2743,110,16,234,46,2148,246,220,97,469,"Comanche Peak","4703","Lodgepole Pine"
2601,36,4,258,-6,805,220,230,147,5548,"Rawah","7745","Lodgepole Pine"
3154,282,20,268,13,134,162,237,213,2522,"Comanche Peak","7755","Lodgepole Pine"
3276,2,11,630,1,2343,205,219,151,771,"Comanche Peak","7756","Spruce-Fir"
2604,271,32,108,32,949,121,231,239,1052,"Comanche Peak","7700","Lodgepole Pine"
2994,76,22,134,-18,696,241,193,72,2139,"Rawah","7745","Lodgepole Pine"
3110,21,8,210,-5,1911,215,223,145,934,"Comanche Peak","7202","Spruce-Fir"
3067,50,11,134,21,4784,225,215,123,577,"Rawah","7745","Lodgepole Pine"
3138,57,11,0,0,4699,228,217,121,3005,"Rawah","7202","Spruce-Fir"
3170,76,20,524,95,4371,241,198,78,3251,"Rawah","7745","Spruce-Fir"
2943,54,16,430,62,1890,228,204,105,3098,"Comanche Peak","7757","Lodgepole Pine"
2771,48,11,525,-19,792,224,215,123,2685,"Rawah","7745","Lodgepole Pine"
2615,57,14,228,36,1003,229,210,111,1396,"Comanche Peak","4704","Lodgepole Pine"
2857,271,14,124,8,3125,183,244,200,2602,"Rawah","4744","Lodgepole Pine"
3167,0,11,268,32,607,204,220,153,2584,"Neota","7202","Lodgepole Pine"
3084,321,25,339,44,3463,147,205,194,1392,"Comanche Peak","8772","Spruce-Fir"
2809,34,15,228,44,870,216,205,120,636,"Comanche Peak","7755","Lodgepole Pine"
2598,94,14,228,57,633,241,218,103,2330,"Rawah","4744","Lodgepole Pine"
3018,20,5,134,15,849,217,229,150,2457,"Rawah","7745","Lodgepole Pine"
2991,45,10,376,7,3866,223,218,129,4770,"Rawah","7745","Lodgepole Pine"
2733,113,5,0,0,3569,230,234,138,1345,"Rawah","7202","Spruce-Fir"
3231,62,5,134,-5,5978,224,230,142,531,"Rawah","7202","Spruce-Fir"
2988,232,8,604,92,5742,207,248,178,5341,"Rawah","7745","Lodgepole Pine"
3327,308,9,306,59,3223,196,235,178,1789,"Rawah","8771","Spruce-Fir"
2855,308,25,510,207,1123,144,215,207,1418,"Comanche Peak","7710","Lodgepole Pine"
3246,270,7,390,74,2671,203,242,179,977,"Comanche Peak","7756","Spruce-Fir"
3219,163,17,426,128,3863,234,243,134,767,"Comanche Peak","7790","Lodgepole Pine"
3098,90,5,150,6,4106,227,232,139,1347,"Rawah","7202","Spruce-Fir"
3126,28,19,450,40,3290,209,196,117,3121,"Rawah","7745","Spruce-Fir"
3090,16,6,127,8,3331,215,227,149,1032,"Rawah","7745","Lodgepole Pine"
3041,10,11,42,3,3577,208,218,146,661,"Comanche Peak","7201","Spruce-Fir"
2704,73,26,150,35,1650,240,182,57,1282,"Comanche Peak","7757","Lodgepole Pine"
2863,67,17,175,10,750,235,205,97,124,"Comanche Peak","7757","Lodgepole Pine"
3263,82,20,162,30,2028,243,201,79,1338,"Rawah","8772","Lodgepole Pine"
2646,156,16,268,88,571,237,240,129,1749,"Rawah","4744","Lodgepole Pine"
3030,126,14,531,-24,997,243,229,112,1396,"Rawah","7745","Lodgepole Pine"
2905,25,25,162,50,162,198,177,105,1797,"Rawah","7746","Spruce-Fir"
2775,163,19,339,85,3550,234,242,130,1776,"Comanche Peak","4758","Lodgepole Pine"
3091,130,4,162,28,1727,226,237,146,3079,"Comanche Peak","7757","Spruce-Fir"
3198,210,8,474,23,4158,214,248,169,2837,"Rawah","7101","Spruce-Fir"
2747,180,35,210,128,1445,208,235,130,1075,"Comanche Peak","4758","Lodgepole Pine"
3343,55,15,543,57,3915,228,207,108,2789,"Rawah","8772","Spruce-Fir"
3080,149,18,458,155,1473,241,236,117,3409,"Rawah","7745","Spruce-Fir"
2667,29,15,446,69,661,213,206,125,258,"Comanche Peak","4703","Lodgepole Pine"
3340,303,10,283,39,1670,193,235,183,1785,"Comanche Peak","7756","Spruce-Fir"
3429,72,23,604,144,2074,239,188,68,1611,"Rawah","8776","Spruce-Fir"
3273,319,13,162,43,2163,185,227,182,2040,"Neota","7757","Lodgepole Pine"
3142,74,11,324,49,1980,233,219,116,3178,"Comanche Peak","7700","Spruce-Fir"
2928,18,16,108,29,2287,206,205,133,1950,"Comanche Peak","7757","Spruce-Fir"
3227,151,13,277,62,1634,236,240,131,1530,"Neota","7202","Spruce-Fir"
3403,212,9,301,10,3061,213,249,172,256,"Comanche Peak","8771","Spruce-Fir"
2954,54,8,361,19,2486,225,223,131,2340,"Rawah","7745","Lodgepole Pine"
3166,305,8,162,20,4829,198,236,177,2571,"Rawah","7745","Lodgepole Pine"
3047,281,14,604,190,3000,180,240,200,577,"Comanche Peak","7756","Lodgepole Pine"
3073,297,2,404,17,3345,213,238,163,531,"Rawah","7201","Spruce-Fir"
3235,29,14,85,2,2835,214,208,127,2695,"Rawah","7745","Spruce-Fir"
3124,143,12,192,-8,1052,237,237,129,1804,"Rawah","7201","Spruce-Fir"
2886,53,20,362,107,3337,226,194,93,708,"Comanche Peak","4703","Lodgepole Pine"
2950,208,5,30,0,1302,217,244,164,1167,"Comanche Peak","7755","Lodgepole Pine"
3106,335,31,108,36,1073,138,183,176,2117,"Rawah","7745","Spruce-Fir"
2480,141,9,150,37,725,234,238,134,882,"Comanche Peak","4704","Lodgepole Pine"
2952,180,12,433,46,5696,224,247,154,2629,"Rawah","7746","Lodgepole Pine"
3132,254,17,433,76,5899,178,249,207,1816,"Rawah","7746","Lodgepole Pine"
2998,285,22,573,180,1889,153,233,217,789,"Comanche Peak","7755","Lodgepole Pine"
2800,303,20,497,216,1465,160,226,204,1132,"Comanche Peak","4758","Lodgepole Pine"
2732,49,20,0,0,1842,224,193,95,1802,"Comanche Peak","4758","Lodgepole Pine"
3060,51,10,258,-19,3355,225,218,126,5527,"Rawah","7102","Spruce-Fir"
2666,195,7,0,0,1878,219,246,162,2438,"Comanche Peak","2705","Lodgepole Pine"
3192,84,13,270,87,1200,238,217,107,2350,"Rawah","7745","Lodgepole Pine"
2824,267,16,30,3,5316,178,245,205,4669,"Rawah","7700","Lodgepole Pine"
2966,95,3,313,12,4951,224,235,147,2514,"Rawah","7202","Spruce-Fir"
2962,0,12,474,135,5006,202,217,152,5188,"Rawah","7102","Spruce-Fir"
3226,288,5,30,2,5824,207,239,171,1505,"Rawah","7201","Spruce-Fir"
3261,167,8,60,8,782,226,243,150,2018,"Rawah","7201","Spruce-Fir"
3111,220,8,458,70,564,211,248,173,1618,"Comanche Peak","7201","Lodgepole Pine"
2952,128,17,95,16,1772,246,227,105,2697,"Comanche Peak","7101","Spruce-Fir"
2882,58,21,90,62,735,230,191,85,524,"Comanche Peak","7757","Lodgepole Pine"
3200,84,7,150,27,1361,231,227,129,162,"Comanche Peak","7202","Spruce-Fir"
2799,62,16,492,43,1764,232,205,101,2160,"Rawah","4744","Lodgepole Pine"
3119,294,9,228,42,1103,196,238,182,1616,"Neota","7700","Lodgepole Pine"
3077,270,18,510,148,5932,172,243,210,1559,"Rawah","7745","Lodgepole Pine"
2952,75,18,134,23,624,239,203,88,2343,"Comanche Peak","7756","Lodgepole Pine"
3095,344,8,42,2,256,205,228,162,2081,"Neota","7202","Spruce-Fir"
3338,186,9,42,7,3240,222,247,158,1907,"Comanche Peak","7756","Spruce-Fir"
3666,36,20,1026,254,2657,215,193,106,1260,"Rawah","8776","Spruce-Fir"
3191,178,8,67,3,3600,224,245,155,3062,"Rawah","7201","Spruce-Fir"
3172,196,15,342,66,5552,215,251,167,1358,"Rawah","7745","Lodgepole Pine"
3174,352,12,153,-11,1398,199,220,158,781,"Neota","7700","Lodgepole Pine"
3249,92,6,60,-4,4313,230,231,135,2128,"Rawah","8771","Spruce-Fir"
3012,79,34,90,-34,524,241,159,20,1423,"Rawah","7745","Spruce-Fir"
2983,123,8,162,30,2105,234,234,131,2875,"Comanche Peak","7756","Lodgepole Pine"
3003,96,11,67,4,1385,238,224,115,1414,"Comanche Peak","7757","Lodgepole Pine"
2701,143,12,42,1,2121,237,237,129,603,"Comanche Peak","4704","Lodgepole Pine"
2570,126,10,306,60,750,237,233,126,85,"Rawah","7745","Lodgepole Pine"
3029,52,6,90,0,1774,223,227,140,1771,"Rawah","7746","Lodgepole Pine"
2758,15,14,510,-29,677,207,211,139,735,"Comanche Peak","4704","Lodgepole Pine"
3187,272,23,849,114,3536,154,240,222,2186,"Comanche Peak","7755","Spruce-Fir"
3098,175,11,255,40,3690,226,246,151,700,"Rawah","7745","Lodgepole Pine"
2859,11,12,458,35,2397,207,214,144,2216,"Rawah","7745","Lodgepole Pine"
2988,261,10,636,69,5702,197,245,187,3653,"Rawah","7745","Lodgepole Pine"
2926,16,16,480,128,3240,204,204,133,693,"Comanche Peak","4703","Lodgepole Pine"
3266,0,1,300,31,4344,217,236,156,900,"Rawah","8771","Spruce-Fir"
3373,276,2,488,148,937,213,239,164,759,"Rawah","8772","Spruce-Fir"
3302,111,21,446,140,1651,250,213,81,2816,"Rawah","7745","Spruce-Fir"
3136,6,16,661,-54,3628,199,208,144,2912,"Rawah","7745","Lodgepole Pine"
2919,39,9,446,6,4566,221,219,133,4273,"Rawah","7202","Lodgepole Pine"
2933,80,8,335,53,3434,231,225,127,4579,"Rawah","4744","Lodgepole Pine"
3166,65,12,192,34,497,231,216,116,5470,"Neota","7202","Spruce-Fir"
2916,62,10,642,118,3226,229,218,121,644,"Comanche Peak","7757","Lodgepole Pine"
3065,16,12,30,6,1421,209,214,140,541,"Rawah","7202","Spruce-Fir"
3195,331,18,108,28,2574,176,215,178,2723,"Comanche Peak","7700","Spruce-Fir"
3108,330,8,30,5,4743,202,231,168,2614,"Rawah","7745","Lodgepole Pine"
3020,357,20,95,30,1599,185,200,149,2078,"Rawah","7745","Spruce-Fir"
3083,19,14,228,55,4797,209,210,136,2823,"Rawah","7745","Spruce-Fir"
3211,60,18,180,12,2097,231,201,96,864,"Rawah","7201","Spruce-Fir"
3393,254,8,1019,136,1120,203,245,181,2058,"Comanche Peak","7756","Spruce-Fir"
2391,297,36,256,99,295,100,202,230,890,"Cache la Poudre","4703","Lodgepole Pine"
3193,153,20,60,-3,2330,240,237,118,3254,"Rawah","7745","Spruce-Fir"
3041,195,3,60,0,6540,219,241,159,3017,"Rawah","7745","Lodgepole Pine"
3145,207,8,42,4,2461,215,248,168,990,"Comanche Peak","7202","Lodgepole Pine"
2974,173,11,451,53,1976,227,246,149,2063,"Comanche Peak","7756","Lodgepole Pine"
3172,112,5,693,0,4322,229,234,139,1973,"Rawah","7102","Spruce-Fir"
2942,0,8,524,29,4436,209,226,155,4314,"Rawah","7745","Lodgepole Pine"
3303,4,14,285,64,3390,201,213,148,2423,"Comanche Peak","7755","Spruce-Fir"
2936,133,10,180,7,4979,236,235,129,2190,"Rawah","7745","Lodgepole Pine"
2936,276,7,400,40,5542,200,242,181,5492,"Rawah","7745","Lodgepole Pine"
3068,87,10,458,20,3112,236,223,118,297,"Rawah","7745","Spruce-Fir"
2831,139,9,182,29,1112,234,238,135,1963,"Rawah","7745","Spruce-Fir"
2660,49,10,30,-9,3007,224,219,128,6301,"Rawah","7746","Lodgepole Pine"
3367,308,21,819,185,973,157,221,203,485,"Neota","7757","Spruce-Fir"
3133,61,11,258,23,2040,229,218,121,3188,"Comanche Peak","7700","Spruce-Fir"
3306,34,3,90,0,5520,219,232,149,633,"Rawah","8771","Spruce-Fir"
3257,78,17,120,28,537,240,207,93,993,"Neota","7700","Lodgepole Pine"
2958,118,17,90,22,1789,246,223,100,2724,"Comanche Peak","7101","Spruce-Fir"
3039,327,13,228,-3,306,189,225,176,424,"Neota","7201","Spruce-Fir"
3228,182,21,361,137,3697,221,248,150,424,"Comanche Peak","7757","Lodgepole Pine"
2845,55,9,242,49,2469,226,221,128,3220,"Rawah","4744","Lodgepole Pine"
3089,25,9,342,22,5092,216,221,141,2739,"Rawah","7201","Spruce-Fir"
3034,0,8,703,115,5309,208,225,154,5716,"Rawah","4744","Lodgepole Pine"
3128,58,13,90,23,2395,229,212,114,1816,"Rawah","7745","Spruce-Fir"
3107,318,14,30,8,2207,182,226,184,3130,"Rawah","7201","Spruce-Fir"
3013,18,12,175,47,1973,211,215,139,1277,"Rawah","7745","Lodgepole Pine"
3276,12,17,256,60,577,200,203,136,969,"Neota","8776","Lodgepole Pine"
3065,44,19,268,-17,1317,221,196,103,459,"Comanche Peak","7700","Spruce-Fir"
3219,22,8,577,28,1806,215,224,145,408,"Comanche Peak","7202","Spruce-Fir"
3011,107,22,212,75,582,251,207,71,2766,"Comanche Peak","7757","Spruce-Fir"
2773,335,10,175,21,2058,198,227,168,2572,"Rawah","4744","Lodgepole Pine"
3167,341,14,67,0,4158,189,218,167,1848,"Comanche Peak","7201","Spruce-Fir"
2789,135,4,0,0,1239,226,238,147,2913,"Comanche Peak","7102","Spruce-Fir"
3120,51,14,886,7,2139,226,210,115,3007,"Comanche Peak","7755","Spruce-Fir"
3151,19,14,459,110,2240,209,210,136,2022,"Comanche Peak","7757","Lodgepole Pine"
2579,340,19,108,27,342,177,210,169,1830,"Rawah","7745","Lodgepole Pine"
3237,62,16,272,47,1273,232,206,102,1368,"Rawah","7745","Spruce-Fir"
3208,63,7,85,7,4015,226,226,134,3371,"Rawah","7102","Spruce-Fir"
2968,103,16,67,15,805,245,218,97,2036,"Rawah","7745","Lodgepole Pine"
3011,158,16,424,95,630,236,241,130,1811,"Comanche Peak","7757","Lodgepole Pine"
2779,353,16,108,24,2906,190,210,156,2818,"Rawah","7745","Spruce-Fir"
2661,52,15,247,53,390,227,206,108,242,"Comanche Peak","4703","Lodgepole Pine"
2998,31,11,516,-2,3217,217,217,134,5792,"Rawah","7102","Spruce-Fir"
2999,127,7,0,0,2284,232,236,136,4079,"Rawah","7202","Spruce-Fir"
2966,122,3,391,18,4981,225,237,147,2305,"Rawah","7202","Spruce-Fir"
2742,334,6,170,19,2496,206,232,164,6887,"Rawah","4744","Spruce-Fir"
3192,221,10,150,11,2864,208,250,178,1359,"Comanche Peak","7202","Spruce-Fir"
3151,78,7,218,3,5123,229,228,132,2719,"Rawah","7745","Lodgepole Pine"
2894,315,0,67,-1,3274,217,237,157,1972,"Rawah","7745","Lodgepole Pine"
3090,311,9,42,0,3762,195,234,179,870,"Rawah","7745","Spruce-Fir"
3018,151,12,201,41,4981,236,240,132,3500,"Rawah","7745","Lodgepole Pine"
2978,174,16,42,12,2191,228,247,146,1190,"Comanche Peak","4758","Lodgepole Pine"
3229,100,13,547,75,1288,241,222,110,2279,"Rawah","8771","Spruce-Fir"
3094,32,16,124,23,3371,215,203,120,1412,"Comanche Peak","7755","Spruce-Fir"
2979,37,9,182,40,1745,220,220,135,2594,"Comanche Peak","7202","Lodgepole Pine"
2797,186,23,450,-39,1350,216,249,154,800,"Comanche Peak","4758","Lodgepole Pine"
3031,15,16,134,30,134,204,206,136,765,"Rawah","7201","Spruce-Fir"
2998,208,12,595,185,1935,211,251,173,853,"Comanche Peak","7755","Lodgepole Pine"
2788,34,14,175,53,1312,217,210,125,2657,"Comanche Peak","4704","Lodgepole Pine"
3095,315,8,319,35,2337,198,233,175,1154,"Rawah","7745","Spruce-Fir"
2962,91,11,0,0,5346,237,223,117,2336,"Rawah","6101","Spruce-Fir"
3291,76,16,297,37,1008,239,207,94,726,"Neota","7756","Spruce-Fir"
3415,357,21,335,122,2671,183,198,149,2452,"Rawah","8776","Spruce-Fir"
